customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,gender,SeniorCitizen,OnlineSecurity,TechSupport,PaperlessBilling,Actual_Churn,Predicted_Churn,Churn_Probability,Risk_Tier,Retention_Action
7567-ECMCM,24,79.85,2001.0,Month-to-month,Fiber optic,Credit card (automatic),Male,0,No,No,Yes,0,1,0.5780104,Medium Risk,Upsell security/support bundle
6115-ZTBFQ,72,65.5,4919.7,Two year,DSL,Bank transfer (automatic),Female,0,Yes,Yes,No,0,0,0.009787886,Low Risk,Monitor — no immediate action needed
6353-BRMMA,54,104.1,5645.8,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,Yes,No,Yes,0,1,0.55023533,Medium Risk,Upsell security/support bundle
6680-WKXRZ,3,74.4,215.8,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,No,No,No,1,1,0.79220307,High Risk,Offer contract discount (lock into 1-2yr plan)
6231-WFGFH,4,20.5,77.6,Month-to-month,No,Mailed check,Male,0,No,No,Yes,0,0,0.19705175,Low Risk,Upsell security/support bundle
9904-EHEVJ,32,91.35,2896.55,Month-to-month,Fiber optic,Mailed check,Female,1,No,No,Yes,0,1,0.67877495,Medium Risk,Upsell security/support bundle
7028-DVOIQ,35,99.05,3395.8,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,1,1,0.8377097,High Risk,Promote auto-pay switch to reduce billing friction
6169-PPETC,35,20.5,759.35,Two year,No,Bank transfer (automatic),Male,0,No,No,No,0,0,0.020418147,Low Risk,Upsell security/support bundle
4208-UFFGW,2,44.95,85.15,Month-to-month,DSL,Mailed check,Male,1,No,No,No,1,1,0.7316789,High Risk,Send proactive onboarding call/email
8584-KMVXD,8,75.6,535.55,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,No,0,1,0.62321746,Medium Risk,Upsell security/support bundle
8467-WYNSR,22,55.1,1253.15,Month-to-month,DSL,Mailed check,Male,0,Yes,Yes,No,0,0,0.19991307,Low Risk,Monitor — no immediate action needed
0851-DFJKB,15,58.95,955.15,Month-to-month,DSL,Electronic check,Female,0,Yes,Yes,No,0,0,0.47973374,Medium Risk,Monitor — no immediate action needed
5382-SOYZL,22,95.1,2162.6,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,0,1,0.82055414,High Risk,Promote auto-pay switch to reduce billing friction
9448-REEVD,1,44.7,44.7,Month-to-month,DSL,Credit card (automatic),Male,0,No,No,No,1,1,0.6903214,Medium Risk,Send proactive onboarding call/email
3261-CQXOL,71,25.45,1813.35,Two year,No,Bank transfer (automatic),Female,0,No,No,No,0,0,0.003419727,Low Risk,Upsell security/support bundle
8388-FYNPZ,4,56.75,245.15,Month-to-month,DSL,Electronic check,Male,0,Yes,No,No,0,1,0.5629405,Medium Risk,Upsell security/support bundle
4002-BQWPQ,25,81.75,2028.8,Month-to-month,DSL,Bank transfer (automatic),Male,0,Yes,Yes,No,0,0,0.19075514,Low Risk,Monitor — no immediate action needed
5651-YLPRD,32,86.1,2723.75,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,0,1,0.7260876,High Risk,Upsell security/support bundle
2826-DXLQO,7,29.8,220.45,Month-to-month,DSL,Bank transfer (automatic),Male,1,Yes,No,No,0,1,0.5364562,Medium Risk,Upsell security/support bundle
4378-BZYFP,17,20.5,365.8,One year,No,Mailed check,Male,0,No,No,Yes,0,0,0.05415095,Low Risk,Upsell security/support bundle
9489-UTFKA,8,60.9,551.95,Month-to-month,DSL,Bank transfer (automatic),Male,1,Yes,No,No,0,0,0.36129412,Low Risk,Upsell security/support bundle
4849-PYRLQ,56,73.25,4054.2,Two year,DSL,Bank transfer (automatic),Female,1,Yes,Yes,No,0,0,0.043453865,Low Risk,Monitor — no immediate action needed
9117-SHLZX,1,45.7,45.7,Month-to-month,DSL,Mailed check,Male,0,No,No,Yes,1,1,0.78759056,High Risk,Send proactive onboarding call/email
9889-TMAHG,8,100.3,832.35,Month-to-month,Fiber optic,Credit card (automatic),Male,1,Yes,Yes,No,1,1,0.83488774,High Risk,Offer senior-friendly discounted plan
4541-RMRLG,7,19.25,112.3,Month-to-month,No,Electronic check,Male,0,No,No,No,1,0,0.19765012,Low Risk,Upsell security/support bundle
7764-BDPEE,3,20.85,60.65,Month-to-month,No,Mailed check,Male,0,No,No,No,0,0,0.28898793,Low Risk,Send proactive onboarding call/email
3429-IFLEM,71,77.35,5550.1,Two year,DSL,Credit card (automatic),Female,0,Yes,Yes,No,0,0,0.012072031,Low Risk,Monitor — no immediate action needed
3158-MOERK,2,96.0,174.8,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,1,1,0.95351607,High Risk,Offer contract discount (lock into 1-2yr plan)
7294-TMAOP,1,90.55,90.55,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,No,1,1,0.9472537,High Risk,Offer contract discount (lock into 1-2yr plan)
5002-GCQFH,49,93.85,4733.1,Month-to-month,Fiber optic,Bank transfer (automatic),Male,0,Yes,No,Yes,0,0,0.4812053,Medium Risk,Upsell security/support bundle
0556-FJEGU,58,70.1,4048.95,Two year,DSL,Bank transfer (automatic),Male,0,No,Yes,No,0,0,0.02011024,Low Risk,Upsell security/support bundle
8919-FYFQZ,44,30.35,1359.7,Month-to-month,DSL,Electronic check,Male,1,No,No,Yes,1,1,0.68478197,Medium Risk,Upsell security/support bundle
0604-THJFP,59,75.95,4542.35,Two year,DSL,Credit card (automatic),Female,0,No,Yes,Yes,0,0,0.026968444,Low Risk,Upsell security/support bundle
2834-JRTUA,71,108.05,7532.15,Two year,Fiber optic,Electronic check,Male,0,Yes,Yes,Yes,1,1,0.5835657,Medium Risk,Promote auto-pay switch to reduce billing friction
5875-YPQFJ,1,69.9,69.9,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,1,1,0.9378161,High Risk,Offer contract discount (lock into 1-2yr plan)
5879-SESNB,11,75.25,888.65,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,No,0,1,0.70375717,High Risk,Upsell security/support bundle
6646-QVXLR,62,103.75,6383.35,One year,Fiber optic,Electronic check,Male,1,No,No,Yes,1,0,0.43003032,Medium Risk,Promote auto-pay switch to reduce billing friction
6461-PPAXN,35,54.95,1916.0,One year,DSL,Bank transfer (automatic),Female,0,Yes,Yes,Yes,0,0,0.1069748,Low Risk,Monitor — no immediate action needed
3318-ISQFQ,20,19.5,413.0,Month-to-month,No,Bank transfer (automatic),Female,0,No,No,Yes,0,0,0.20300107,Low Risk,Upsell security/support bundle
1106-HRLKZ,40,19.6,808.95,Two year,No,Mailed check,Male,0,No,No,No,0,0,0.024114566,Low Risk,Upsell security/support bundle
2483-XSSMZ,39,47.85,1886.4,One year,DSL,Electronic check,Female,0,Yes,No,Yes,0,0,0.17879736,Low Risk,Upsell security/support bundle
8603-IJWDN,1,86.6,86.6,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,1,1,0.9615136,High Risk,Offer contract discount (lock into 1-2yr plan)
8165-ZJRNM,72,23.75,1679.25,Two year,No,Bank transfer (automatic),Female,0,No,No,No,0,0,0.0021477963,Low Risk,Upsell security/support bundle
9369-XFEHK,33,80.6,2656.5,Month-to-month,Fiber optic,Bank transfer (automatic),Female,1,No,No,Yes,1,1,0.6123999,Medium Risk,Upsell security/support bundle
2604-XVDAM,12,43.8,540.95,Month-to-month,DSL,Bank transfer (automatic),Female,0,No,No,No,0,0,0.35436338,Low Risk,Upsell security/support bundle
3717-OFRTN,1,19.75,19.75,Month-to-month,No,Bank transfer (automatic),Male,0,No,No,No,0,0,0.41366148,Medium Risk,Send proactive onboarding call/email
9046-JBFWA,27,19.15,537.35,Month-to-month,No,Mailed check,Male,0,No,No,No,0,0,0.014059343,Low Risk,Upsell security/support bundle
3280-NMUVX,34,19.6,678.8,One year,No,Credit card (automatic),Male,0,No,No,No,0,0,0.027664317,Low Risk,Upsell security/support bundle
1206-EHBDD,56,80.3,4513.65,Two year,Fiber optic,Bank transfer (automatic),Female,0,Yes,No,No,0,0,0.06426945,Low Risk,Upsell security/support bundle
8361-LBRDI,58,24.35,1423.85,Two year,No,Credit card (automatic),Female,0,No,No,No,0,0,0.04470417,Low Risk,Upsell security/support bundle
4883-KCPZJ,22,25.25,555.4,Two year,No,Credit card (automatic),Female,0,No,No,No,0,0,0.044973623,Low Risk,Upsell security/support bundle
9108-EQPNQ,10,26.1,225.55,Two year,No,Credit card (automatic),Female,0,No,No,No,0,0,0.052171018,Low Risk,Upsell security/support bundle
7277-KAMWT,13,20.0,268.45,Two year,No,Credit card (automatic),Male,0,No,No,No,0,0,0.031417273,Low Risk,Upsell security/support bundle
3842-IYKUE,35,85.3,2917.5,Month-to-month,Fiber optic,Credit card (automatic),Female,0,No,Yes,No,1,0,0.5199738,Medium Risk,Upsell security/support bundle
6641-XRPSU,34,70.0,2416.1,Month-to-month,Fiber optic,Credit card (automatic),Female,0,No,No,Yes,1,1,0.6627152,Medium Risk,Upsell security/support bundle
1374-DMZUI,4,94.3,424.45,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,1,1,0.9364454,High Risk,Offer contract discount (lock into 1-2yr plan)
2545-LXYVJ,72,20.7,1492.1,Two year,No,Bank transfer (automatic),Male,0,No,No,No,0,0,0.0021591093,Low Risk,Upsell security/support bundle
3234-VKACU,2,70.3,132.4,Month-to-month,DSL,Electronic check,Male,0,No,Yes,No,0,1,0.57056105,Medium Risk,Send proactive onboarding call/email
8357-EQXFO,7,95.35,660.9,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,1,1,0.8913876,High Risk,Promote auto-pay switch to reduce billing friction
1989-PRJHP,27,75.5,1893.95,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,1,1,0.6146086,Medium Risk,Upsell security/support bundle
8120-JDCAM,4,69.55,284.9,Month-to-month,Fiber optic,Mailed check,Male,0,No,No,Yes,0,1,0.7635638,High Risk,Offer contract discount (lock into 1-2yr plan)
8917-FAEMR,37,19.85,784.25,Two year,No,Mailed check,Female,0,No,No,No,0,0,0.02522115,Low Risk,Upsell security/support bundle
7047-YXDMZ,21,20.0,417.7,Month-to-month,No,Mailed check,Male,0,No,No,No,0,0,0.14978966,Low Risk,Upsell security/support bundle
2858-EIMXH,53,95.85,5016.25,One year,Fiber optic,Credit card (automatic),Female,1,No,No,Yes,0,0,0.51721495,Medium Risk,Upsell security/support bundle
9524-EGPJC,18,90.1,1612.75,Month-to-month,Fiber optic,Electronic check,Female,0,No,Yes,Yes,1,1,0.74755615,High Risk,Promote auto-pay switch to reduce billing friction
6993-OHLXR,2,68.95,119.75,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,No,1,1,0.73776865,High Risk,Offer contract discount (lock into 1-2yr plan)
8818-XYFCQ,32,99.55,3204.65,Month-to-month,Fiber optic,Credit card (automatic),Male,0,Yes,No,Yes,1,1,0.6777815,Medium Risk,Upsell security/support bundle
6419-ZTTLE,23,20.75,485.2,One year,No,Electronic check,Male,1,No,No,Yes,0,0,0.09308364,Low Risk,Upsell security/support bundle
0929-HYQEW,3,50.15,160.85,Month-to-month,DSL,Mailed check,Male,0,Yes,No,Yes,0,1,0.6089824,Medium Risk,Send proactive onboarding call/email
6614-YOLAC,71,58.65,4145.25,Two year,DSL,Mailed check,Female,0,Yes,Yes,No,0,0,0.004265076,Low Risk,Monitor — no immediate action needed
7426-RHZGU,9,95.9,827.45,Month-to-month,Fiber optic,Bank transfer (automatic),Male,0,No,Yes,Yes,0,1,0.8183244,High Risk,Upsell security/support bundle
4065-JJAVA,1,49.5,49.5,Month-to-month,DSL,Electronic check,Female,0,No,No,No,0,1,0.6047215,Medium Risk,Send proactive onboarding call/email
4695-VADHF,18,57.45,990.85,Month-to-month,DSL,Electronic check,Male,0,No,No,No,1,0,0.4851475,Medium Risk,Upsell security/support bundle
3863-IUBJR,12,53.65,696.35,One year,DSL,Credit card (automatic),Male,0,No,No,No,1,0,0.40580243,Medium Risk,Upsell security/support bundle
7649-SIJJF,71,80.1,5585.4,Two year,DSL,Mailed check,Male,0,Yes,Yes,Yes,0,0,0.007582841,Low Risk,Monitor — no immediate action needed
9361-YNQWJ,64,24.4,1601.2,One year,No,Bank transfer (automatic),Female,0,No,No,Yes,0,0,0.020175269,Low Risk,Upsell security/support bundle
3748-FVMZZ,4,40.05,162.45,Month-to-month,DSL,Electronic check,Male,0,No,Yes,Yes,0,1,0.73001575,High Risk,Upsell security/support bundle
9391-TTOYH,23,19.5,470.2,Month-to-month,No,Mailed check,Female,0,No,No,Yes,0,0,0.11652604,Low Risk,Upsell security/support bundle
1452-XRSJV,39,51.05,2066.0,Month-to-month,DSL,Credit card (automatic),Female,0,Yes,No,No,0,0,0.18332644,Low Risk,Upsell security/support bundle
3422-WJOYD,28,54.35,1426.45,One year,DSL,Mailed check,Male,0,Yes,Yes,No,0,0,0.08635199,Low Risk,Monitor — no immediate action needed
8242-SOQUO,5,84.7,392.5,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,0,1,0.8420148,High Risk,Offer contract discount (lock into 1-2yr plan)
7460-ITWWP,45,86.1,3861.45,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,0,1,0.54848874,Medium Risk,Upsell security/support bundle
7147-AYBAA,37,70.35,2552.9,Month-to-month,Fiber optic,Mailed check,Male,0,No,No,Yes,0,1,0.62341404,Medium Risk,Upsell security/support bundle
7868-TMWMZ,60,110.0,6668.35,Two year,Fiber optic,Bank transfer (automatic),Female,1,Yes,Yes,Yes,0,0,0.11469439,Low Risk,Offer senior-friendly discounted plan
4822-RVYBB,8,100.6,819.4,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,1,1,0.94122106,High Risk,Promote auto-pay switch to reduce billing friction
6732-FZUGP,47,94.9,4615.25,One year,Fiber optic,Credit card (automatic),Female,0,Yes,No,No,0,0,0.12808724,Low Risk,Upsell security/support bundle
8436-BJUMM,26,83.75,2070.6,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,1,1,0.7888575,High Risk,Upsell security/support bundle
4184-TJFAN,3,88.3,273.75,Month-to-month,Fiber optic,Mailed check,Female,1,Yes,Yes,Yes,1,1,0.8012296,High Risk,Offer contract discount (lock into 1-2yr plan)
8329-GWVPJ,50,69.75,3557.7,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,No,No,Yes,0,0,0.34502113,Low Risk,Upsell security/support bundle
1352-VHKAJ,27,71.6,1957.1,Month-to-month,DSL,Bank transfer (automatic),Male,0,No,Yes,No,0,0,0.14537807,Low Risk,Upsell security/support bundle
4145-UQXUQ,8,92.1,729.95,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,1,1,0.8659514,High Risk,Promote auto-pay switch to reduce billing friction
2632-TACXW,62,23.65,1416.75,Two year,No,Bank transfer (automatic),Female,0,No,No,No,0,0,0.011553934,Low Risk,Upsell security/support bundle
8146-QQKZH,71,81.85,5924.4,Two year,DSL,Bank transfer (automatic),Female,0,Yes,Yes,No,0,0,0.012884388,Low Risk,Monitor — no immediate action needed
1767-CJKBA,66,25.1,1697.7,Two year,No,Mailed check,Male,0,No,No,No,0,0,0.011823501,Low Risk,Upsell security/support bundle
6445-TNRXS,68,114.7,7849.85,Two year,Fiber optic,Bank transfer (automatic),Male,0,Yes,Yes,Yes,0,0,0.4204649,Medium Risk,Monitor — no immediate action needed
4581-LNWUM,13,49.15,649.4,Month-to-month,DSL,Electronic check,Female,0,No,No,No,0,1,0.65675634,Medium Risk,Upsell security/support bundle
4869-EPIUS,56,80.9,4557.5,One year,Fiber optic,Electronic check,Male,0,No,No,Yes,0,0,0.35096887,Low Risk,Upsell security/support bundle
9948-YPTDG,38,79.45,3013.05,Month-to-month,Fiber optic,Electronic check,Male,0,Yes,No,Yes,1,1,0.6150085,Medium Risk,Upsell security/support bundle
1236-WFCDV,14,90.45,1266.1,Month-to-month,Fiber optic,Credit card (automatic),Male,1,No,No,No,1,1,0.67459,Medium Risk,Upsell security/support bundle
1915-OAKWD,16,19.3,360.35,One year,No,Bank transfer (automatic),Female,0,No,No,Yes,0,0,0.056668762,Low Risk,Upsell security/support bundle
7296-PIXQY,14,70.2,1046.5,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,No,0,1,0.6155181,Medium Risk,Upsell security/support bundle
4883-QICIH,32,69.75,2347.9,Month-to-month,Fiber optic,Bank transfer (automatic),Male,0,No,No,Yes,1,1,0.6066132,Medium Risk,Upsell security/support bundle
3354-OADJP,8,54.25,447.75,One year,DSL,Bank transfer (automatic),Female,0,Yes,Yes,No,0,0,0.169081,Low Risk,Monitor — no immediate action needed
3524-WQDSG,43,99.3,4209.95,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,No,No,Yes,0,1,0.7761036,High Risk,Upsell security/support bundle
0810-DHDBD,52,74.0,3877.65,One year,DSL,Credit card (automatic),Female,0,Yes,Yes,No,0,0,0.093542896,Low Risk,Monitor — no immediate action needed
4026-SKKHW,3,50.25,152.3,Month-to-month,DSL,Mailed check,Male,0,No,Yes,Yes,0,1,0.65215266,Medium Risk,Send proactive onboarding call/email
2829-HYVZP,29,19.8,572.2,One year,No,Mailed check,Male,0,No,No,Yes,0,0,0.047170773,Low Risk,Upsell security/support bundle
8329-IBCTI,1,19.65,19.65,Month-to-month,No,Mailed check,Female,0,No,No,No,1,1,0.6113367,Medium Risk,Send proactive onboarding call/email
1271-SJBGZ,12,43.65,526.95,Month-to-month,DSL,Electronic check,Male,1,No,Yes,Yes,1,1,0.644319,Medium Risk,Upsell security/support bundle
3845-JHAMY,16,35.5,552.7,Month-to-month,DSL,Credit card (automatic),Female,0,No,No,Yes,0,0,0.40064344,Medium Risk,Upsell security/support bundle
7013-PSXHK,40,80.75,3208.65,One year,DSL,Mailed check,Female,0,No,Yes,Yes,0,0,0.34878492,Low Risk,Upsell security/support bundle
5669-SRAIP,5,39.5,210.75,Month-to-month,DSL,Electronic check,Female,0,No,No,No,1,1,0.699705,Medium Risk,Upsell security/support bundle
5981-ITEMU,40,97.1,3706.95,Month-to-month,Fiber optic,Bank transfer (automatic),Male,0,No,No,Yes,1,1,0.704027,High Risk,Upsell security/support bundle
3486-NPGST,36,19.55,620.75,One year,No,Mailed check,Female,0,No,No,No,0,0,0.022999806,Low Risk,Upsell security/support bundle
6941-PMGEP,5,80.0,412.5,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,1,1,0.85654724,High Risk,Offer contract discount (lock into 1-2yr plan)
1624-WOIWJ,10,84.7,832.05,Month-to-month,Fiber optic,Mailed check,Female,0,Yes,No,Yes,1,1,0.7984695,High Risk,Upsell security/support bundle
2074-GKOWZ,2,89.55,185.55,Month-to-month,Fiber optic,Bank transfer (automatic),Male,0,No,No,Yes,1,1,0.8755722,High Risk,Offer contract discount (lock into 1-2yr plan)
0376-YMCJC,23,90.6,1943.2,Month-to-month,Fiber optic,Electronic check,Male,0,No,Yes,Yes,1,1,0.75714076,High Risk,Promote auto-pay switch to reduce billing friction
6100-FJZDG,26,20.05,505.9,One year,No,Bank transfer (automatic),Male,0,No,No,Yes,0,0,0.048181064,Low Risk,Upsell security/support bundle
4829-ZLJTK,72,112.4,8046.85,Two year,Fiber optic,Electronic check,Female,1,Yes,No,Yes,0,0,0.041588917,Low Risk,Promote auto-pay switch to reduce billing friction
1730-VFMWO,34,50.2,1815.3,Month-to-month,DSL,Bank transfer (automatic),Female,0,No,Yes,No,0,0,0.23303828,Low Risk,Upsell security/support bundle
7143-BQIBA,10,62.25,612.95,Month-to-month,DSL,Bank transfer (automatic),Male,0,Yes,Yes,No,0,0,0.30768442,Low Risk,Monitor — no immediate action needed
3800-LYTRK,14,55.7,795.15,One year,DSL,Mailed check,Female,0,Yes,Yes,No,0,0,0.12257716,Low Risk,Monitor — no immediate action needed
0634-SZPQA,23,90.05,2169.8,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,Yes,No,Yes,1,1,0.59284145,Medium Risk,Upsell security/support bundle
9646-NMHXE,47,19.65,973.1,Two year,No,Mailed check,Male,0,No,No,No,0,0,0.02838576,Low Risk,Upsell security/support bundle
7030-NJVDP,24,89.25,2210.2,Month-to-month,Fiber optic,Electronic check,Male,0,Yes,Yes,Yes,0,0,0.50979483,Medium Risk,Monitor — no immediate action needed
5536-RTPWK,49,99.05,4853.75,Month-to-month,Fiber optic,Bank transfer (automatic),Male,0,No,No,Yes,1,1,0.7652027,High Risk,Upsell security/support bundle
8883-GRDWQ,20,54.0,1055.9,One year,DSL,Mailed check,Male,1,Yes,Yes,No,0,0,0.1612922,Low Risk,Monitor — no immediate action needed
6166-ILMNY,2,69.75,144.55,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,No,No,No,1,1,0.74256265,High Risk,Offer contract discount (lock into 1-2yr plan)
3097-NNSPB,2,49.05,91.1,Month-to-month,DSL,Credit card (automatic),Female,0,No,No,Yes,1,1,0.7187093,High Risk,Send proactive onboarding call/email
7771-ZONAT,22,56.75,1304.85,Two year,DSL,Bank transfer (automatic),Male,0,No,Yes,No,0,0,0.024012344,Low Risk,Upsell security/support bundle
0655-RBDUG,7,98.05,713.0,Month-to-month,Fiber optic,Bank transfer (automatic),Male,0,No,No,Yes,1,1,0.956868,High Risk,Upsell security/support bundle
2111-DWYHN,1,21.1,21.1,Month-to-month,No,Mailed check,Male,0,No,No,No,0,1,0.65113413,Medium Risk,Send proactive onboarding call/email
4194-WHFCB,59,96.65,5580.8,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,No,Yes,Yes,0,0,0.27517045,Low Risk,Upsell security/support bundle
4121-AGSIN,58,24.5,1497.9,One year,No,Credit card (automatic),Female,0,No,No,Yes,0,0,0.05102294,Low Risk,Upsell security/support bundle
4361-BKAXE,41,114.5,4527.45,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,Yes,Yes,Yes,1,1,0.6497757,Medium Risk,Monitor — no immediate action needed
9845-PEEKO,59,79.2,4590.35,Two year,Fiber optic,Credit card (automatic),Female,1,No,No,Yes,0,0,0.16181603,Low Risk,Upsell security/support bundle
0455-XFASS,3,69.55,200.2,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,0,1,0.79642785,High Risk,Offer contract discount (lock into 1-2yr plan)
0301-KOBTQ,32,20.05,614.45,Two year,No,Bank transfer (automatic),Male,0,No,No,Yes,0,0,0.028842356,Low Risk,Upsell security/support bundle
1751-NCDLI,46,98.85,4564.9,Month-to-month,Fiber optic,Electronic check,Male,1,No,No,Yes,0,1,0.8465941,High Risk,Promote auto-pay switch to reduce billing friction
4367-NUYAO,0,25.75,0.0,Two year,No,Mailed check,Male,0,No,No,No,0,0,0.066568255,Low Risk,Send proactive onboarding call/email
9878-TNQGW,2,80.95,171.15,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,1,1,0.8696252,High Risk,Offer contract discount (lock into 1-2yr plan)
9170-ARBTB,52,19.6,1012.4,One year,No,Credit card (automatic),Female,0,No,No,No,0,0,0.043200377,Low Risk,Upsell security/support bundle
4441-NIHPT,13,74.3,940.35,Month-to-month,Fiber optic,Electronic check,Female,1,No,No,Yes,1,1,0.7744846,High Risk,Upsell security/support bundle
8999-BOHSE,11,89.7,1047.7,Month-to-month,Fiber optic,Bank transfer (automatic),Female,1,No,No,No,1,1,0.8955644,High Risk,Upsell security/support bundle
7241-AJHFS,32,87.65,2766.4,Month-to-month,Fiber optic,Bank transfer (automatic),Male,0,Yes,Yes,No,0,0,0.2997174,Low Risk,Monitor — no immediate action needed
7029-RPUAV,17,100.45,1622.45,Month-to-month,Fiber optic,Credit card (automatic),Male,1,No,No,Yes,1,1,0.8085232,High Risk,Upsell security/support bundle
4546-FOKWR,16,74.75,1129.35,Month-to-month,Fiber optic,Credit card (automatic),Female,0,No,No,Yes,0,1,0.7143236,High Risk,Upsell security/support bundle
9036-CSKBW,51,107.45,5680.9,One year,Fiber optic,Bank transfer (automatic),Female,0,Yes,No,No,0,0,0.36043862,Low Risk,Upsell security/support bundle
5832-TRLPB,29,75.35,2243.9,One year,DSL,Bank transfer (automatic),Male,0,No,Yes,Yes,0,0,0.28689623,Low Risk,Upsell security/support bundle
8590-YFFQO,70,64.95,4523.25,Two year,DSL,Credit card (automatic),Male,0,Yes,Yes,No,0,0,0.061640564,Low Risk,Monitor — no immediate action needed
8659-IOOPU,71,100.45,7159.7,Two year,Fiber optic,Electronic check,Female,0,Yes,Yes,No,0,0,0.021143116,Low Risk,Promote auto-pay switch to reduce billing friction
1338-CECEE,41,68.5,2839.95,One year,DSL,Bank transfer (automatic),Male,0,No,No,No,0,0,0.100823276,Low Risk,Upsell security/support bundle
7439-DKZTW,1,80.55,80.55,Month-to-month,Fiber optic,Electronic check,Male,0,No,No,Yes,0,1,0.9433775,High Risk,Offer contract discount (lock into 1-2yr plan)
4646-QZXTF,7,81.25,580.1,Month-to-month,DSL,Bank transfer (automatic),Female,0,Yes,Yes,No,0,0,0.33615947,Low Risk,Monitor — no immediate action needed
4607-CHPCA,25,90.4,2178.6,One year,Fiber optic,Electronic check,Male,0,No,No,Yes,1,0,0.42354447,Medium Risk,Promote auto-pay switch to reduce billing friction
9742-XOKTS,67,89.55,6038.55,One year,Fiber optic,Electronic check,Male,0,Yes,Yes,No,0,0,0.33005854,Low Risk,Monitor — no immediate action needed
6921-OZMFH,5,55.7,259.4,Month-to-month,DSL,Mailed check,Male,0,No,Yes,Yes,0,0,0.51858085,Medium Risk,Upsell security/support bundle
9578-FOMUK,15,24.8,324.15,Month-to-month,No,Electronic check,Male,0,No,No,Yes,0,0,0.30209264,Low Risk,Upsell security/support bundle
4712-UYOOI,20,20.0,417.65,Month-to-month,No,Electronic check,Female,0,No,No,No,0,0,0.2363541,Low Risk,Upsell security/support bundle
8824-RWFXJ,3,56.15,168.15,Month-to-month,DSL,Mailed check,Male,0,No,No,Yes,1,1,0.6723574,Medium Risk,Send proactive onboarding call/email
7722-CVFXN,54,105.2,5637.85,One year,Fiber optic,Electronic check,Male,0,No,Yes,Yes,0,0,0.34850752,Low Risk,Promote auto-pay switch to reduce billing friction
8717-VCTXJ,42,19.55,839.4,One year,No,Mailed check,Male,0,No,No,Yes,0,0,0.028884144,Low Risk,Upsell security/support bundle
7363-QTBIW,9,79.75,769.1,Month-to-month,Fiber optic,Electronic check,Female,0,No,No,Yes,0,1,0.78865767,High Risk,Upsell security/support bundle
4159-NAAIX,63,97.45,6253.0,Two year,Fiber optic,Bank transfer (automatic),Female,0,No,No,No,0,0,0.06658002,Low Risk,Upsell security/support bundle
0971-QIFJK,69,24.25,1641.8,Two year,No,Bank transfer (automatic),Female,0,No,No,No,0,0,0.008917104,Low Risk,Upsell security/support bundle
9397-TZSHA,69,24.6,1678.05,Two year,No,Credit card (automatic),Female,0,No,No,No,0,0,0.011827997,Low Risk,Upsell security/support bundle
3391-JSQEW,40,50.15,2058.5,Month-to-month,DSL,Mailed check,Male,0,No,No,Yes,0,0,0.25858802,Low Risk,Upsell security/support bundle
0343-QLUZP,60,39.6,2424.5,Two year,DSL,Bank transfer (automatic),Male,0,Yes,No,No,0,0,0.018418975,Low Risk,Upsell security/support bundle
9763-PDTKK,4,94.4,387.2,Month-to-month,Fiber optic,Bank transfer (automatic),Female,0,Yes,Yes,Yes,1,1,0.7987173,High Risk,Offer contract discount (lock into 1-2yr plan)
2176-LVPNX,71,89.85,6293.45,Two year,DSL,Mailed check,Female,1,Yes,Yes,No,0,0,0.010000136,Low Risk,Offer senior-friendly discounted plan
7627-JKIAZ,37,78.95,2839.65,Month-to-month,Fiber optic,Credit card (automatic),Female,0,No,No,Yes,1,1,0.63489354,Medium Risk,Upsell security/support bundle
